"net rent","living area","construction year","bathroom","kitchen","quality of location","central heating"
545.7,62,1918,0,0,2,0
1233.3,86,1980,0,0,2,1
1287.3,70,1984,0,0,1,1
475.8,54,1966,0,1,2,0
346.4,53,1957.5,0,0,1,0
1831.6,133,1961,0,0,3,1
1069.6,75,1972,0,0,1,1
478.3,65,1954,0,0,2,1
360.3,51,1918,0,0,2,1
528.6,74,1939,0,0,1,1
732.3,86,1939,0,0,1,1
965.8,99,1962,0,0,1,1
868.9,100,1918,0,0,2,0
669.3,33,1972,0,0,1,1
964.9,83,1957.5,0,0,1,1
463.3,52,1924,0,0,1,1
884.5,108,1955,0,0,1,1
622.9,41,1982,0,0,2,1
1002.5,115,1918,0,0,2,1
1928.5,99,1991,1,0,1,1
885.2,65,1918,0,0,2,1
1388.4,87,1981,1,0,1,1
1164.8,66,1964,0,0,1,1
654.8,30,1959,0,0,2,1
1220.3,60,1987,0,1,2,0
551,52,1918,0,0,1,1
410.7,47,1957.5,0,0,1,1
1159.7,56,1984,1,1,2,1
1330.3,80,1980,1,0,2,1
971.4,70,1965,0,0,2,1
984.8,56,1984,0,0,1,1
2450.2,93,1939,0,0,2,1
451,54,1959,0,1,1,1
500.4,65,1957,0,0,1,1
756.1,70,1957.5,0,0,1,1
859.3,80,1972,0,0,1,1
1149.3,110,1929,0,0,1,1
1321.9,84,1957.5,1,0,2,1
397.7,47,1938,0,0,2,0
629.5,24,1983,0,0,2,1
358,57,1956,0,0,2,1
286.4,34,1924,0,0,1,1
763.3,85,1963,0,0,2,1
735.8,64,1957.5,0,0,2,1
935.3,85,1967,0,0,1,1
767.4,79,1956,0,0,1,1
520.4,47,1972,0,0,1,1
1243.1,97,1971,0,0,1,1
1136.7,61,1970,0,0,1,1
1159.1,60,1939,0,0,1,1
902.9,50,1967,0,0,2,1
866.6,93,1953,0,0,1,1
1669.3,80,1939,0,0,2,0
867.8,87,1972,0,0,1,1
1090,105,1929,0,0,1,1
548.7,54,1929,0,0,2,1
1672.8,90,1996,0,0,1,1
714.8,45,1929,0,0,1,1
542.3,56,1932,0,0,1,1
529,45,1939,0,0,1,1
904.2,66,1954,0,0,1,1
904.9,52,1918,0,0,1,1
804.2,69,1918,0,0,1,0
1993.7,62,1984,1,0,2,1
825.8,70,1918,0,0,2,1
744.8,54,1957.5,0,0,2,0
1027.5,56,1929,0,0,2,1
1865.9,100,1929,0,0,2,1
551,76,1963,0,0,1,1
977,51,1972,0,0,1,1
625.1,34,1952,0,0,1,1
965.9,50,1962,0,0,2,1
1179.3,61,1957.5,0,0,2,1
1472.2,88,1983,0,0,1,1
706.1,57,1924,0,0,1,1
514.3,74,1918,0,0,1,1
1368.7,90,1924,0,0,2,1
1253.3,110,1962,0,0,2,1
824,50,1986,0,0,2,1
958.7,79,1955,0,0,2,1
1591.2,85,1930,0,0,2,1
526.4,63,1929,0,0,2,1
682.9,85,1918,0,0,1,0
1763.9,87,1924,0,0,3,1
577.2,40,1973,0,0,1,1
696,24,1971,0,0,1,1
793.8,67,1957.5,0,0,2,1
455.3,72,1968,0,0,1,1
838.1,70,1918,0,0,2,0
532.3,80,1957.5,0,0,1,0
2407.7,132,1939,0,1,2,1
552.2,92,1918,0,0,1,1
834.6,102,1930,0,0,1,1
649.1,45,1929,1,0,1,1
676.4,86,1929,0,0,2,1
656.9,25,1965,0,0,1,1
907.1,73,1962,0,0,2,1
740.9,66,1959,1,0,1,1
1131.9,62,1963,0,0,1,1
633,29,1961,0,0,1,1
364.3,69,1939,0,0,2,1
487.7,62,1929,0,0,1,0
1217.1,93,1955,0,0,1,1
1130.5,74,1938,0,0,2,1
1076.3,53,1996,0,1,1,1
748.4,34,1991,0,0,1,1
428.3,60,1956,0,0,1,0
628.7,103,1929,0,0,1,0
993.7,60,1962,0,0,1,1
1168.1,56,1918,0,0,1,1
474.4,28,1918,0,0,2,1
1004.4,90,1918,0,0,2,1
478.5,30,1957.5,0,0,1,1
850.9,91,1918,0,0,1,0
646.7,80,1971,0,0,1,1
526.5,73,1954,0,0,2,1
1033.1,95,1971,0,0,1,1
1031.4,87,1971,0,0,1,1
500.9,60,1965,0,0,1,1
421.2,60,1918,0,0,2,0
309.2,52,1986,0,0,2,1
491.8,62,1918,0,0,1,0
743.6,75,1918,0,0,2,0
367.3,38,1918,0,0,1,0
584.4,60,1957.5,0,0,1,0
1112.9,91,1970,0,0,1,1
594.6,52,1968,0,0,1,1
1267.2,69,1972,0,0,1,1
512,34,1960,0,0,1,1
1624.6,74,1924,0,0,2,1
775.1,73,1967,0,0,1,1
543.5,52,1918,0,0,2,0
1043.6,65,1918,0,0,1,1
1646.4,91,1918,0,0,2,1
1157.8,67,1958,0,0,2,1
537.6,81,1918,0,0,2,0
804.8,29,1957.5,0,0,2,1
614.8,38,1965,0,0,1,1
999.2,47,1994.5,0,0,1,1
1282,77,1981,1,0,2,1
503.4,56,1918,0,0,2,0
1055.7,51,1982,0,0,1,1
1121.4,68,1983,0,0,1,1
784.2,83,1960,0,0,1,1
976.9,77,1964,0,0,1,1
2402.8,124,1997,0,0,2,1
662.8,70,1918,0,0,2,0
876.9,96,1941,0,0,1,1
646.4,37,1957.5,0,0,1,1
1258.8,72,1970,0,0,2,1
1322.3,125,1991,0,0,2,1
740.7,83,1929,0,0,1,1
1407.8,141,1929,0,0,1,1
1075,66,1972,0,0,1,1
1712.7,93,1972,1,0,1,1
435.8,29,1969,0,0,2,1
1088,64,1929,0,0,1,1
879.5,80,1962,0,0,1,1
764.5,43,1957.5,0,0,1,1
1404.9,106,1972,1,0,2,1
1160.5,86,1968,0,0,1,1
649.6,73,1968,0,0,1,1
745.2,45,1992,0,0,1,1
776.8,84,1939,0,0,1,1
935.1,88,1968,0,0,1,1
690.9,39,1974,0,0,1,1
553.5,40,1957.5,0,0,1,1
684.1,40,1968,0,0,1,1
921.6,97,1972,0,0,1,1
1414,87,1963,0,1,2,1
751.7,65,1965,0,0,2,1
897.6,65,1963,0,0,1,1
1132.5,62,1957.5,0,0,1,1
1147.6,69,1918,0,0,3,1
663.7,36,1969,0,0,1,1
748.9,61,1960,0,0,1,1
741.1,38,1994.5,0,0,1,1
775.6,44,1991,0,0,1,1
985.2,62,1985,0,0,1,1
659.2,80,1974,0,0,1,1
712.2,76,1918,0,0,1,0
994.4,74,1957.5,0,0,2,0
788.4,94,1918,0,0,2,0
921.5,70,1957.5,0,0,2,1
501,37,1957.5,0,0,2,1
304.2,81,1972,0,0,2,0
645.5,37,1972,0,0,2,1
1000.3,65,1956,0,0,2,1
1088.4,93,1918,0,0,2,1
572.3,30,1971,0,0,2,1
1548.6,68,1957.5,0,1,2,1
510.2,63,1918,0,0,2,0
810.6,38,1929,0,0,1,1
1002.1,67,1972,1,0,1,1
713.3,62,1957.5,0,0,2,1
727.7,78,1957.5,0,0,1,1
1005.3,104,1957.5,0,0,2,1
998.8,59,1986,0,0,1,1
1189.7,101,1971,0,0,1,1
1108.8,65,1972,0,1,1,1
949.8,102,1924,0,0,1,1
365.3,43,1957.5,0,0,2,1
581.4,45,1974,0,0,3,1
626,49,1965,0,0,1,1
506.4,56,1982,0,0,1,1
888.1,108,1955,1,0,1,1
597.2,40,1935,0,0,1,1
432.7,68,1957,0,0,1,1
1418,103,1982,1,1,1,1
769.8,73,1954,0,0,2,0
655,75,1957.5,0,0,2,1
1148,68,1957.5,0,0,2,1
1340,68,1995,0,0,2,1
451.1,60,1957.5,0,1,1,1
586.3,48,1965,0,0,1,1
925,52,1972,0,0,1,1
1844.4,98,1973,0,0,3,1
602.7,47,1972,0,0,1,1
624.5,76,1929,0,0,1,1
612.7,49,1972,0,0,1,1
996.9,54,1969,0,0,1,1
1046.4,60,1972,0,0,2,1
1166.5,68,1991,1,0,2,1
737.2,31,1972,0,0,1,1
447,47,1924,0,0,2,1
1319.3,81,1969,0,0,2,1
1086.3,68,1939,0,0,3,1
1003.2,46,1969,0,0,1,1
871.6,78,1957.5,0,0,2,0
892.1,87,1963,0,0,1,1
816.9,107,1929,0,0,2,1
1020.2,78,1961,0,0,1,1
1233,85,1965,0,0,2,1
673.2,76,1987,0,0,1,1
551,31,1983,0,0,1,1
1485.3,90,1957.5,0,0,2,1
649.1,55,1970,0,0,1,1
818,108,1939,0,0,2,1
1243.7,90,1918,0,0,1,1
712.5,58,1918,0,0,1,0
757.1,70,1929,0,0,2,0
502.6,39,1970,0,0,1,1
1201.8,63,1992,0,1,1,1
522.9,48,1918,0,0,1,1
653.4,70,1918,0,1,2,1
1057.2,61,1918,0,0,2,1
2845.5,154,1994,0,1,1,1
650.2,118,1918,0,0,1,1
742.5,74,1918,0,0,2,1
668.5,55,1934,0,0,2,1
698.9,55,1962,0,0,1,1
1242.6,81,1969,0,0,1,1
1480.2,78,1929,0,0,1,1
1542.3,92,1918,0,0,2,1
874.2,83,1972,0,0,1,1
528.7,79,1929,0,0,1,0
796.8,84,1962,0,0,2,1
774.4,100,1918,0,0,2,1
847.1,76,1954,0,0,2,1
543.7,45,1918,0,0,2,0
2304.1,105,1918,1,0,2,1
896.3,52,1918,0,1,1,1
999.5,38,1989,0,0,2,1
1021.9,60,1981,0,0,2,1
1149,115,1918,0,0,2,1
1379.5,114,1918,0,0,1,1
945.6,45,1983,0,0,2,1
680.1,79,1957,0,0,1,1
385.7,45,1958,0,0,1,1
326.1,75,1978,0,0,1,1
1034.4,79,1962,0,0,1,1
613.2,72,1972,0,0,1,1
367.4,28,1957.5,0,0,1,1
1058.4,83,1937,0,0,2,1
899,84,1939,1,0,1,1
908.5,35,1986,0,0,1,1
840.7,48,1960,0,0,1,1
1193.9,93,1941,0,0,1,1
1191.1,60,1972,0,0,1,1
555.8,64,1965,0,0,1,1
605.5,54,1975,0,0,1,1
1105.2,58,1972,0,0,1,1
619.1,63,1939,0,0,1,1
950.1,79,1956,0,0,1,1
540.2,48,1960,0,0,1,1
814.9,65,1967,0,0,1,1
1293.6,75,1918,0,0,2,1
713.2,38,1959,0,0,1,1
556.5,34,1918,0,0,2,0
356.3,40,1918,0,0,1,1
829.2,59,1918,0,1,1,1
876.5,65,1960,0,0,1,1
661.5,56,1967,0,0,1,1
1637.2,89,1983,0,0,2,1
704,109,1929,0,0,2,1
678.7,100,1939,0,0,1,1
1066.7,76,1929,1,0,1,1
523.9,32,1967,0,0,1,1
1596.9,98,1955,0,0,1,1
1064.4,104,1929,0,0,3,1
1280.9,110,1918,0,0,3,1
442.8,47,1924,0,0,1,1
1947,136,1918,0,0,2,1
894.1,66,1964,0,0,1,1
1036.2,72,1954,0,0,2,1
644.7,90,1918,0,0,2,0
662.5,43,1965,0,0,2,1
614.8,32,1957.5,0,0,2,1
660,35,1994.5,0,0,1,1
1137.3,70,1987,0,0,1,1
1140.4,94,1918,1,0,2,1
980.3,60,1929,0,0,1,1
969,70,1918,0,0,2,1
983,87,1918,0,0,2,1
554.6,79,1972,0,0,1,1
772.3,67,1985,0,0,2,1
695.4,36,1959,0,0,2,1
622.6,72,1953,0,0,2,0
979.2,68,1979,0,0,1,1
761.2,55,1929,0,0,1,1
670.8,58,1957.5,0,0,1,1
1559,75,1935,0,0,1,1
816.6,84,1918,0,0,2,0
795,56,1971,0,0,1,1
1271.1,73,1971,0,0,1,1
1110,58,1984,0,0,1,1
652.1,38,1972,0,1,1,1
464,72,1957.5,0,0,2,0
580.5,69,1957.5,0,0,2,1
802.4,92,1957.5,0,0,1,1
1128.6,78,1957.5,0,0,2,1
978.2,73,1957.5,0,0,2,1
999.8,87,1971,0,0,1,1
593,55,1936,0,0,1,1
607.9,74,1955,0,0,1,1
852.5,92,1972,0,0,1,1
754.9,43,1939,0,0,2,1
826.6,66,1918,0,0,1,1
978.8,106,1918,0,0,2,1
907.8,84,1962,0,0,1,1
1127.8,114,1929,0,0,1,1
681.2,79,1972,0,0,1,1
712.8,38,1988,0,0,1,1
393.9,42,1952,0,0,1,0
425.7,59,1918,0,0,1,0
630.2,93,1939,0,0,1,0
933.7,44,1939,0,0,1,1
612.4,104,1918,0,0,1,1
722.9,60,1957.5,0,0,1,1
888.8,55,1918,0,0,1,0
1114.8,73,1961,0,0,1,1
307.6,70,1931,0,0,1,0
498.4,33,1972,0,0,1,1
1013.6,70,1964,0,0,2,1
672.6,66,1965,0,0,2,1
662.7,57,1964,0,0,2,1
466.6,26,1962,0,0,1,1
624.2,35,1972,0,0,1,1
586.9,42,1957.5,0,0,1,1
731.7,55,1918,0,0,3,1
815.1,69,1965,0,0,1,1
876.9,88,1957,0,0,1,1
730.5,55,1971,0,0,1,1
775.4,65,1960,0,0,1,1
1180.5,78,1955,0,0,2,1
1597,80,1954,1,0,2,1
1067.8,108,1924,0,0,2,1
597.1,30,1972,0,0,2,1
332,43,1918,0,0,1,0
407.8,80,1929,0,0,1,0
612.3,68,1918,0,0,1,0
1130.3,90,1963,0,0,1,1
1576.2,92,1966,0,0,1,1
1219.3,98,1962,1,0,1,1
1008.3,53,1983,0,0,3,1
774.6,59,1968,0,0,2,1
714.3,40,1958,0,0,1,1
1057.5,65,1939,0,0,2,1
1152.9,50,1990,0,0,2,1
688.1,43,1983,0,0,1,1
696.7,35,1970,0,0,1,1
574,37,1968,0,0,1,1
951,78,1968,0,0,1,1
1002.4,117,1957.5,0,0,2,1
1245.3,110,1929,0,0,2,0
776.5,48,1957.5,0,0,2,1
2302,150,1918,1,0,2,1
568.6,88,1929,0,0,1,1
670.9,54,1956,0,0,1,1
576.4,53,1963,0,0,1,1
859.4,54,1967,0,0,2,1
1184.2,73,1939,0,0,2,1
1390.9,83,1935,0,0,2,1
710.4,38,1971,0,0,2,1
528.5,69,1955,0,0,2,1
628.1,43,1956,0,0,2,1
853.1,52,1929,0,0,1,1
1324.7,70,1984,0,0,2,1
785.6,93,1918,0,0,2,0
897.1,54,1957.5,0,0,2,1
691.4,88,1934,0,0,2,1
1593.6,83,1986,0,1,2,1
1372.6,72,1972,0,0,1,1
543.3,30,1973,0,0,1,1
1018.8,72,1972,1,0,2,1
1530.3,73,1972,0,0,2,1
1522,110,1983,0,0,2,1
575.5,33,1962,0,0,1,1
1069.2,58,1962,0,0,1,1
1165.1,80,1972,0,0,2,1
645.8,71,1972,0,0,1,1
415.8,76,1918,0,0,2,0
544.7,40,1962,0,0,1,1
541.1,30,1958,0,0,2,1
740.2,32,1972,0,0,1,1
709.9,49,1994,0,0,2,1
1039.9,84,1970,0,0,1,1
898,55,1962,0,0,1,1
643.1,23,1973,0,0,1,1
609.2,52,1968,0,0,1,1
1002.9,105,1918,0,0,1,1
1227.3,147,1918,0,0,1,0
1285.6,115,1929,0,0,2,1
1251.1,84,1986,0,0,1,1
926.4,56,1973,0,1,1,1
763,54,1962,0,0,2,1
368.7,78,1939,0,0,1,1
503.6,47,1959,0,0,1,1
685.3,70,1957.5,0,0,2,1
624.9,55,1962,0,0,1,1
569.7,53,1968,0,0,1,1
1571.4,97,1994.5,0,0,1,1
809.6,80,1963,0,0,1,1
672.7,60,1983,0,0,1,1
792.2,65,1963,0,0,2,1
874.5,61,1954,0,0,1,1
1675.1,75,1993,0,1,2,1
819.4,49,1983,0,0,2,1
1322.2,65,1993,0,1,1,1
867.7,80,1973,0,0,1,1
1225.8,52,1994,0,0,2,1
777.5,52,1957.5,0,0,2,1
674.8,43,1955,0,0,2,1
872.5,43,1971,0,0,2,1
902.4,75,1957.5,0,0,2,1
1776.9,160,1918,0,0,2,1
487.4,38,1962,0,0,1,1
795.5,37,1959,0,0,2,1
971.8,56,1918,0,0,2,1
572.4,64,1952,0,0,1,1
940.1,57,1986,0,0,1,1
1024.2,80,1918,0,0,1,1
460.3,60,1954,0,0,1,1
207.5,30,1918,0,0,2,0
1213.1,56,1973,0,0,2,1
1085.7,60,1983,0,0,1,1
867.5,70,1968,0,0,1,1
673.4,74,1968,0,0,1,1
915.4,43,1983,0,0,1,1
1062,95,1964,0,0,1,1
1300.8,54,1966,0,0,1,1
1034.7,79,1972,0,0,2,1
1043,108,1957.5,0,0,1,1
727.3,70,1929,0,0,1,1
585.5,32,1974,0,0,1,1
860.4,90,1961,0,0,1,1
392.4,50,1918,0,0,1,0
1687.5,100,1968,0,0,3,1
1548.5,100,1918,0,0,2,1
1461.6,98,1955,0,0,1,1
1105.8,94,1918,0,0,2,1
909.7,68,1973,0,0,1,1
1333.6,60,1994.5,0,0,1,1
1034.4,84,1973,0,0,1,1
808,70,1971,1,0,1,1
796.9,75,1968,0,0,1,1
506.8,29,1967,0,0,1,1
1016.1,115,1918,0,0,1,0
297.1,44,1924,0,0,1,0
1188.5,56,1979,0,0,1,1
812,75,1957.5,0,0,1,1
1451.5,82,1977,0,0,2,1
380.6,128,1918,0,0,2,0
981.1,80,1960,0,0,1,1
395.7,41,1955,0,0,1,1
535.1,60,1939,0,0,2,1
370.5,54,1929,0,0,1,1
446.6,31,1959,0,0,2,1
966.4,60,1918,0,0,1,1
1251,112,1918,1,0,2,1
911.6,69,1972,0,0,1,1
738.5,48,1953,0,0,1,1
933.7,136,1918,0,0,2,1
455.1,30,1959,0,0,2,1
734.3,80,1918,0,0,1,1
1000.3,65,1929,0,0,2,0
614,75,1957.5,0,0,2,0
1061.4,62,1989,0,0,1,1
881.9,51,1929,1,0,1,1
974.5,59,1918,0,1,1,1
399.1,68,1957.5,0,0,1,1
531.9,47,1932,0,0,1,1
1249.1,70,1961,0,0,1,1
554.4,33,1963,0,0,1,1
1019.2,69,1967,0,0,1,1
890.6,58,1939,0,0,2,1
885.4,56,1970,0,0,1,1
856.8,49,1918,0,0,1,1
1082.6,117,1957.5,0,0,2,1
752.5,93,1989,0,0,2,1
849.9,58,1939,0,0,2,1
1036.8,65,1982,0,1,2,1
991,67,1918,0,0,3,1
565.2,36,1970,0,0,2,1
829.3,51,1971,0,0,1,1
1099.2,72,1959,0,0,1,1
598,67,1962,0,0,2,1
887.5,38,1956,0,0,1,1
303.4,56,1930,0,0,2,0
592.6,55,1918,0,0,2,1
260.1,30,1918,0,0,2,1
1234.1,76,1918,0,0,1,1
1941.2,110,1929,0,0,2,1
546.6,70,1918,0,0,2,0
1161,97,1973,0,0,1,1
764.3,80,1929,0,0,1,1
848.3,60,1968,0,0,1,1
922.3,72,1965,0,0,1,1
2960,126,1996,1,0,2,1
896.2,65,1936,0,0,3,1
1019,75,1974,0,0,2,1
860.4,61,1967,0,0,1,1
542.9,48,1972,0,0,1,1
1201.3,50,1989,0,0,1,1
592.9,28,1974,0,0,1,1
784.6,55,1939,0,0,1,1
245.7,110,1918,0,0,2,0
1456.3,69,1997,0,0,1,1
912.4,83,1957.5,0,0,1,1
1018,87,1971,0,0,1,1
1371.1,120,1957.5,0,0,2,1
542.3,50,1963,0,0,1,1
538.5,46,1957.5,0,0,2,1
706,54,1957,0,0,1,1
595,40,1971,0,0,1,1
1164.7,86,1972,0,0,2,1
715.9,40,1964,0,0,1,1
488.1,55,1939,0,1,2,1
426,50,1957.5,0,0,2,1
984.2,72,1959,0,0,1,1
462.3,20,1967,0,0,1,1
107.1,32,1961,0,0,1,1
747.4,84,1972,0,0,2,1
2098.1,114,1931,1,1,2,1
1466.3,90,1971,0,0,1,1
1648.7,71,1994,0,0,2,1
1162,109,1918,0,0,2,1
596.6,60,1929,0,0,2,0
550.1,62,1918,0,0,1,1
555.4,49,1957.5,0,0,1,1
684,64,1957,0,0,1,1
1005.6,72,1965,1,0,1,1
999.6,74,1971,0,0,2,1
735.1,62,1994.5,0,0,1,1
746.9,44,1970,0,0,1,1
564.8,35,1966,0,0,2,1
864.4,73,1918,0,1,1,0
613.6,63,1939,0,0,2,1
849.7,68,1972,0,0,2,1
1161.1,75,1918,0,0,2,1
1097.1,60,1957.5,0,0,2,1
584,25,1957.5,1,0,2,1
2214.9,115,1968,1,0,3,1
500,54,1950,0,0,2,0
1075.1,66,1957.5,0,0,1,1
527.7,52,1960,0,0,2,1
963.5,50,1929,0,0,2,0
607.4,64,1957.5,0,0,2,0
1262.8,78,1984,0,0,2,1
632.6,30,1957.5,0,0,2,1
394.4,36,1972,0,0,1,1
1509.8,67,1993,0,1,1,1
1123,62,1984,0,0,1,1
911.8,50,1982,0,0,2,1
216.9,63,1938,0,0,1,0
938.6,79,1968,0,0,1,1
1004.9,60,1983,0,0,1,1
866.9,79,1918,0,0,2,1
1090.9,130,1957.5,1,0,1,1
337.7,43,1918,0,0,2,1
1144.9,87,1957.5,0,0,2,1
555.6,60,1918,0,0,1,0
693.4,87,1918,0,0,2,0
869.6,84,1968,0,0,1,1
779.5,63,1994.5,0,0,1,1
1309.7,140,1918,0,0,2,1
970.1,75,1957.5,0,0,2,1
337.6,73,1953,0,0,2,1
718.6,70,1957.5,0,0,2,1
1172.2,64,1960,0,0,2,1
870,44,1973,0,0,1,1
839.3,56,1918,0,0,2,0
863.7,150,1954,0,0,2,1
868.8,133,1918,1,0,2,1
1359.7,60,1918,0,0,2,1
965.8,65,1960,0,0,2,1
525.2,33,1994,0,0,1,1
813.8,84,1957,0,0,1,1
858.6,78,1929,0,0,1,1
727.6,98,1924,0,0,1,1
628.9,49,1972,0,0,1,1
1606.7,110,1979,0,0,1,1
1201.4,52,1983,0,0,2,1
1590.7,63,1991,0,0,1,1
1157.9,75,1957.5,0,0,1,1
294.6,70,1957.5,0,0,2,0
776.9,60,1957.5,0,0,2,1
1181.2,70,1929,0,0,1,1
712.4,70,1918,0,0,1,1
1347.9,80,1957.5,0,0,2,1
461.7,58,1959,0,0,2,1
901.3,84,1957.5,0,0,1,1
597.6,88,1957.5,0,0,2,0
1313.6,90,1918,0,0,1,1
883.3,84,1965,0,1,1,1
929.6,59,1984,0,0,1,1
702.6,53,1937,0,0,2,1
680.3,64,1960,0,0,1,1
726,58,1963,0,0,1,1
865.2,40,1957.5,0,0,1,1
1284.4,79,1972,1,0,1,1
743.3,60,1937,0,0,1,1
267.5,36,1938,0,0,1,0
976.8,55,1971,0,0,2,1
1139.6,58,1993,0,0,2,1
772.6,43,1983,0,0,1,1
1785.5,92,1989,0,0,1,1
809.2,57,1972,1,0,1,1
824.9,75,1967,0,0,1,1
988,50,1969,0,0,1,1
697.5,70,1965,0,0,1,1
732,73,1994.5,0,0,1,1
969.4,61,1961,0,0,3,1
1172.6,105,1918,0,0,2,1
750.4,65,1954,0,0,2,1
1061.9,76,1955,0,0,1,1
1854.4,87,1918,1,0,2,1
854.7,105,1957.5,0,0,2,0
1895.5,86,1995,1,0,2,1
421.3,52,1918,0,0,1,1
755.4,44,1995,0,0,2,1
608.5,33,1959,0,0,1,1
342.5,20,1956,0,0,1,1
954.9,50,1962,0,0,1,1
840.3,75,1968,0,0,2,1
742.2,55,1957.5,0,0,2,1
880.5,96,1969,0,0,2,1
267.2,61,1929,0,0,1,0
1022.7,84,1918,0,0,1,0
874.4,47,1984,0,0,1,1
912.4,61,1991,0,0,1,1
2372.6,110,1992,1,0,1,1
1127.8,106,1970,1,0,1,1
503.9,30,1971,0,0,1,1
476.7,57,1924,0,0,1,0
822.5,49,1950,0,0,1,1
642.9,34,1972,0,0,2,1
1268.6,80,1966,0,0,1,1
1257.4,60,1991,0,0,2,1
1550.3,78,1995,0,0,2,1
832.4,79,1972,0,0,1,1
1118,64,1977,0,0,2,1
1083.2,78,1973,0,0,2,1
404.5,32,1964,0,0,1,1
733.6,70,1968,0,0,1,1
734.4,58,1972,0,0,1,1
439.6,32,1965,0,0,1,1
926.2,53,1931,1,0,1,1
552.2,67,1939,0,0,2,1
1642.3,104,1984,0,0,2,1
797.3,55,1918,0,0,1,1
742.6,63,1956,0,0,2,1
941.1,35,1973,0,0,1,1
463.6,26,1973,0,0,2,1
856.7,70,1963,0,0,1,1
623.5,58,1994.5,0,0,1,1
570.5,62,1960,0,0,1,1
847.2,59,1972,0,0,1,1
978.7,53,1983,0,0,1,1
991.4,68,1961,0,0,1,1
966.3,71,1967,0,0,1,1
426.2,23,1970,0,0,1,1
1125.5,69,1975,0,0,1,1
435.5,47,1924,0,0,2,1
1032.4,58,1985,0,1,1,1
1070.9,139,1929,0,0,1,1
790.9,57,1957.5,0,1,1,1
349,69,1918,0,0,1,1
994.5,62,1974,0,0,2,1
666.6,34,1993,0,0,1,1
871.6,35,1979,0,0,1,1
456.8,27,1956,0,0,1,1
963.7,76,1965,0,0,1,1
533.7,58,1964,0,0,1,1
876.1,59,1984,0,0,1,1
899.9,77,1918,0,0,2,1
1010.7,60,1918,0,0,2,0
414.8,48,1918,0,0,2,1
289.1,56,1929,0,0,1,0
729,88,1918,0,0,2,0
900.9,50,1961,0,0,2,1
1034.3,98,1972,0,0,2,1
793.2,68,1957.5,0,0,2,0
656,52,1971,0,0,1,1
693.9,70,1962,0,0,1,1
1011.3,71,1962,0,0,1,1
588.2,57,1939,0,0,1,0
906.9,83,1929,0,0,2,1
726.7,40,1952,1,0,2,1
1076.1,73,1959,0,0,1,1
1183.2,113,1918,0,0,2,0
2264.6,160,1918,1,0,2,1
751,57,1957.5,0,0,2,0
450.6,71,1956,0,0,3,1
583.4,35,1939,0,0,2,1
1366.9,76,1989,0,0,1,1
621.3,40,1970,0,0,2,1
826.9,51,1973,0,0,2,1
1115.6,94,1973,0,0,1,1
686.7,56,1961,0,0,1,1
1352,123,1929,0,0,2,1
569.7,120,1918,0,0,2,0
889.9,83,1954,0,0,1,1
703.6,52,1961,0,0,2,1
660.4,64,1959,0,0,2,1
1089.7,56,1990,1,0,3,1
411.3,66,1918,0,0,2,0
598.2,30,1971,0,0,2,1
913.1,49,1964,0,0,1,1
506.7,97,1971,0,0,2,1
110.5,40,1918,0,0,2,0
876.8,71,1962,0,0,1,1
1042.7,58,1968,0,1,1,1
873.6,68,1959,0,0,1,1
473.9,45,1918,0,0,2,1
717,65,1966,0,0,2,1
700.7,44,1972,0,0,1,1
681.3,40,1972,0,0,1,1
1019.1,96,1991,0,0,2,1
756.9,53,1974,0,0,2,1
525.5,59,1942,0,0,1,1
1400,78,1929,0,0,2,1
744.8,35,1957.5,0,0,2,1
1284,67,1984,0,0,2,1
1127.3,66,1979,0,0,2,1
1119.7,71,1983,0,0,2,1
717.3,82,1941,0,0,1,1
558.3,34,1974,0,0,1,1
1564.6,89,1984,0,1,1,1
605.2,88,1957.5,1,0,1,1
685.7,47,1964,0,0,1,1
1474.2,72,1918,0,1,2,1
1016.8,70,1994.5,0,0,1,1
848.9,71,1967,0,0,1,1
677.7,72,1970,0,0,1,1
645.7,64,1963,0,0,1,1
423.1,63,1924,0,0,1,1
808.5,47,1986,0,0,1,1
642.7,42,1973,0,0,1,1
725.4,68,1972,0,0,1,1
768.9,35,1957.5,0,0,1,0
572.6,77,1918,0,0,2,0
737.9,59,1964,0,0,2,1
808.8,99,1918,0,0,2,1
1134.6,64,1971,0,0,2,1
716.7,59,1957.5,0,0,2,1
549.2,26,1953,0,0,2,1
992.8,79,1957.5,0,0,2,1
527.3,39,1957.5,0,0,2,1
1265.9,62,1957.5,0,0,2,1
963,59,1956,0,0,1,1
1188.3,62,1983,0,0,2,1
607.8,59,1955,0,0,1,0
1200.4,68,1960,0,0,1,1
528.3,79,1971,0,0,1,1
1145.8,74,1971,0,0,1,1
1221,82,1963,0,0,1,1
810.9,83,1918,0,0,1,1
1688,103,1918,1,0,2,1
1172.3,69,1970,1,0,1,1
1577.1,80,1982,0,0,2,1
599.6,38,1983,0,0,1,1
476,28,1960,0,0,2,1
1464,70,1918,0,1,2,1
1678.4,100,1918,0,0,1,1
579.9,79,1957.5,0,0,1,1
484.7,72,1974,0,0,1,1
624.9,64,1964,0,0,1,1
988.3,72,1957.5,0,0,1,1
769.7,37,1971,0,0,1,1
534.2,28,1969,0,0,1,1
989.9,131,1918,0,0,2,0
288.1,40,1918,0,0,2,0
1195.2,70,1995,0,0,1,1
597.3,39,1957.5,0,0,2,1
